id_flujo,minuto,src_ip,dst_ip,puerto,protocolo,bytes,packets,duration_ms,latency_ms,jitter_ms,packet_loss_pct,retransmissions,queue_depth,etiqueta
283,19,10.0.2.14,104.16.0.1,22,TCP,34041,89,509,24,1,0,0,11,normal
284,20,10.0.3.33,1.0.0.1,22,TCP,46285,73,439,25,3,0.58,0,11,normal
285,20,10.0.1.21,104.16.0.2,443,TCP,20534,44,297,23,2,0.33,0,7,normal
286,20,10.0.3.42,104.16.0.1,8443,TCP,12069,70,284,16,1,0.18,1,4,normal
287,20,10.0.1.17,1.1.1.1,3306,TCP,41056,62,171,23,4,0,0,4,normal
288,20,10.0.3.34,52.84.0.10,993,TCP,20441,45,422,23,2,0.47,0,19,normal
289,20,10.0.2.34,172.217.0.1,80,TCP,34092,83,223,16,1,0.54,2,16,normal
290,20,10.0.3.12,52.84.0.10,443,TCP,26676,51,425,17,4,0.51,1,9,normal
291,20,10.0.1.24,104.16.0.2,993,TCP,15735,73,475,8,1,0.38,1,11,normal
292,21,10.0.2.14,1.1.1.1,587,TCP,29153,52,375,18,4,0.31,2,3,normal
293,21,10.0.3.39,1.0.0.1,22,TCP,18678,44,335,25,7,0.34,1,9,normal
294,21,10.0.3.27,52.84.0.10,8080,TCP,35879,41,279,19,3,0.52,2,17,normal
295,21,10.0.1.13,1.1.1.1,3306,TCP,31240,88,397,16,1,0.42,0,6,normal
296,21,10.0.1.38,104.16.0.1,443,TCP,28616,92,130,25,2,0.49,0,10,normal
297,21,10.0.2.34,104.16.0.2,8080,TCP,23201,56,463,20,2,0.23,1,5,normal
298,21,10.0.3.39,104.16.0.1,993,TCP,20485,64,303,25,2,0.11,4,10,normal
299,21,10.0.3.12,1.1.1.1,53,UDP,25074,61,346,29,2,0.79,0,5,normal
300,21,10.0.1.48,13.32.0.1,53,UDP,26972,49,328,13,5,0.41,1,7,normal
301,21,10.0.2.13,1.0.0.1,22,TCP,21469,42,68,21,2,0.43,1,16,normal
302,21,10.0.1.27,8.8.8.8,5432,TCP,10421,19,342,25,3,0.33,0,3,normal
303,21,10.0.2.41,216.58.0.1,587,TCP,20492,55,294,14,3,0.44,0,13,normal
304,21,10.0.3.21,216.58.0.1,5432,TCP,24537,70,374,9,5,0,0,5,normal
305,21,10.0.1.33,151.101.1.140,8443,TCP,29337,66,338,29,4,0.17,0,5,normal
306,21,10.0.3.44,104.16.0.1,25,TCP,40547,65,318,23,1,0.32,2,15,normal
307,22,10.0.3.10,1.1.1.1,587,TCP,28932,60,388,16,4,0.34,0,14,normal
308,22,10.0.1.26,172.217.0.1,443,TCP,37729,47,401,14,4,0.55,1,8,normal
309,22,10.0.3.26,52.84.0.10,587,TCP,6515,70,517,17,2,0.24,0,13,normal
310,22,10.0.1.49,1.1.1.1,3306,TCP,31657,66,364,25,3,0.06,0,3,normal
311,22,10.0.2.45,52.84.0.10,80,TCP,21757,69,450,19,3,0.41,0,8,normal
312,22,10.0.2.13,13.32.0.1,53,UDP,30892,56,409,30,2,0.18,1,9,normal
313,22,10.0.1.27,1.0.0.1,53,UDP,34361,37,645,31,1,0.55,2,10,normal
314,23,10.0.3.32,216.58.0.1,587,TCP,20970,85,517,24,7,0.41,0,7,normal
315,23,10.0.2.12,1.0.0.1,8080,TCP,37937,62,539,14,3,0.2,2,13,normal
316,23,10.0.2.26,104.16.0.2,993,TCP,30356,70,325,16,3,0.27,0,11,normal
317,23,10.0.3.45,151.101.1.140,443,TCP,20554,49,443,19,7,0.41,2,3,normal
318,23,10.0.3.44,13.32.0.1,587,TCP,32073,59,337,15,3,0.38,0,13,normal
319,23,10.0.3.46,172.217.0.1,993,TCP,15683,64,197,22,4,0.03,2,2,normal
320,23,10.0.2.31,13.32.0.1,53,UDP,32247,72,439,21,2,0.59,0,2,normal
321,23,10.0.3.22,172.217.0.1,3306,TCP,29251,99,451,15,2,0.04,0,13,normal
322,23,10.0.1.44,172.217.0.1,8443,TCP,22577,57,377,17,3,0.2,1,11,normal
323,23,10.0.2.47,1.0.0.1,22,TCP,28639,34,461,19,3,0.36,0,6,normal
324,23,10.0.2.14,216.58.0.1,8080,TCP,22477,49,431,14,4,0.29,0,7,normal
325,23,10.0.3.18,13.32.0.1,993,TCP,29570,41,367,17,3,0.23,1,8,normal
326,24,10.0.2.45,52.84.0.10,5432,TCP,17373,74,455,18,3,0.65,0,4,normal
327,24,10.0.2.22,8.8.8.8,993,TCP,24529,62,349,25,5,0.18,0,6,normal
328,24,10.0.3.44,1.1.1.1,80,TCP,24329,34,360,19,1,0.3,1,17,normal
329,24,10.0.1.24,8.8.4.4,8080,TCP,28010,63,265,14,7,0.46,0,2,normal
330,24,10.0.3.47,1.0.0.1,3306,TCP,20393,56,655,25,3,0.44,1,7,normal
331,24,10.0.1.20,13.32.0.1,22,TCP,23609,44,403,24,5,0.07,3,9,normal
332,24,10.0.3.18,172.217.0.1,53,UDP,27064,75,545,25,5,0.16,0,13,normal
333,24,10.0.2.28,1.0.0.1,22,TCP,36805,61,293,10,6,0.44,0,10,normal
334,24,10.0.3.37,52.84.0.10,25,TCP,13403,77,204,26,2,0.38,2,8,normal
335,24,10.0.2.28,104.16.0.1,5432,TCP,25758,59,380,20,6,0.04,0,2,normal
336,25,10.0.2.23,52.84.0.10,53,UDP,22668,61,364,23,3,0.46,1,18,normal
337,25,10.0.1.48,13.32.0.1,5432,TCP,28596,44,518,23,1,0.22,0,8,normal
338,25,10.0.2.19,104.16.0.2,993,TCP,47112,51,291,25,5,0.31,0,4,normal
339,25,10.0.2.44,151.101.1.140,53,UDP,35046,63,381,19,6,0.18,1,3,normal
340,25,10.0.3.24,52.84.0.10,5432,TCP,34790,44,268,18,4,0,0,17,normal
341,25,10.0.3.17,104.16.0.1,80,TCP,15601,80,419,22,3,0.26,0,9,normal
342,25,10.0.3.36,1.0.0.1,8080,TCP,36698,50,229,13,1,0.22,1,0,normal
343,25,10.0.2.27,1.1.1.1,25,TCP,29217,61,540,18,4,0.34,0,13,normal
344,25,10.0.2.38,8.8.8.8,8443,TCP,22242,55,292,17,2,0,1,19,normal
345,25,10.0.3.25,52.84.0.10,5432,TCP,22615,90,402,14,5,0.32,0,7,normal
346,25,10.0.3.12,8.8.4.4,993,TCP,25996,53,245,21,4,0.33,1,3,normal
347,25,10.0.3.35,1.0.0.1,3306,TCP,33026,54,233,21,3,0.48,1,10,normal
348,25,10.0.1.46,216.58.0.1,53,UDP,26033,91,313,16,4,0.25,1,7,normal
349,25,10.0.2.30,52.84.0.10,8443,TCP,36155,24,528,20,1,0.45,0,5,normal
350,25,10.0.3.32,52.84.0.10,8443,TCP,23830,64,412,18,1,0.26,2,20,normal
351,26,10.0.2.20,216.58.0.1,993,TCP,44061,71,363,21,7,0.41,0,8,normal
352,26,10.0.1.34,8.8.4.4,25,TCP,30919,73,545,25,1,0.89,0,3,normal
353,26,10.0.1.27,13.32.0.1,25,TCP,39696,56,349,19,4,0.34,3,17,normal
354,26,10.0.1.31,8.8.8.8,993,TCP,31378,52,544,18,1,0.27,1,8,normal
355,26,10.0.3.45,1.0.0.1,443,TCP,32653,55,469,16,2,0.08,0,7,normal
356,26,10.0.3.15,8.8.4.4,25,TCP,28565,62,429,9,1,0.11,2,10,normal
357,26,10.0.3.16,216.58.0.1,25,TCP,37023,37,559,13,3,0.31,1,4,normal
358,26,10.0.1.37,8.8.8.8,3306,TCP,16412,44,302,25,3,0.33,0,11,normal
359,26,10.0.2.29,13.32.0.1,8080,TCP,19641,54,429,17,3,0,0,11,normal
360,26,10.0.1.49,1.0.0.1,443,TCP,20463,62,90,17,5,0.15,0,11,normal
361,26,10.0.1.35,151.101.1.140,8443,TCP,22722,60,182,18,1,0.47,0,12,normal
362,27,10.0.1.36,172.217.0.1,8080,TCP,34187,86,385,20,2,0.25,0,8,normal
363,27,10.0.2.49,216.58.0.1,53,UDP,21336,62,243,9,3,0.26,0,11,normal
364,27,10.0.1.29,1.1.1.1,22,TCP,32143,79,422,13,2,0.39,2,14,normal
365,27,10.0.1.15,1.0.0.1,587,TCP,26591,51,342,23,2,0.09,1,5,normal
366,27,10.0.2.34,8.8.4.4,8443,TCP,35958,74,471,16,8,0.3,0,5,normal
367,27,10.0.3.34,104.16.0.1,587,TCP,17027,64,237,16,4,0.39,2,13,normal
368,27,10.0.1.20,1.0.0.1,25,TCP,2320,77,399,17,5,0.06,1,1,normal
369,27,10.0.1.32,104.16.0.2,3306,TCP,21833,51,219,12,2,0.28,2,6,normal
370,27,10.0.1.28,8.8.8.8,3306,TCP,35250,92,228,19,6,0.25,2,4,normal
371,27,10.0.3.42,8.8.8.8,8080,TCP,37380,68,601,27,2,0.18,0,3,normal
372,27,10.0.1.35,52.84.0.10,80,TCP,32196,49,290,21,5,0.43,0,9,normal
373,27,10.0.2.17,8.8.8.8,993,TCP,23437,47,477,17,4,0.12,1,0,normal
374,28,10.0.1.30,8.8.4.4,80,TCP,27545,89,345,16,5,0.09,0,9,normal
375,28,10.0.3.49,52.84.0.10,5432,TCP,28225,62,380,15,2,0.31,1,13,normal
376,28,10.0.3.40,8.8.8.8,3306,TCP,14269,51,360,13,6,0.36,2,11,normal
377,28,10.0.2.27,1.1.1.1,22,TCP,23174,77,434,22,1,0.07,0,14,normal
378,28,10.0.2.43,8.8.8.8,993,TCP,24189,61,472,21,4,0.17,3,14,normal
379,28,10.0.2.41,52.84.0.10,587,TCP,17240,18,386,12,2,0.21,1,11,normal
380,28,10.0.1.43,52.84.0.10,25,TCP,35815,50,402,18,6,0.31,0,11,normal
381,28,10.0.1.10,8.8.4.4,5432,TCP,28767,70,228,18,3,0.28,1,3,normal
382,28,10.0.2.43,52.84.0.10,80,TCP,27053,64,359,15,1,0.22,1,14,normal
383,28,10.0.3.34,172.217.0.1,8443,TCP,7267,62,479,15,5,0.31,1,11,normal
384,28,10.0.2.40,151.101.1.140,443,TCP,23210,60,198,15,3,0.36,0,15,normal
385,28,10.0.2.48,216.58.0.1,993,TCP,18088,39,325,10,1,0.42,0,6,normal
386,29,10.0.3.41,151.101.1.140,3306,TCP,3221,65,434,17,4,0.56,2,12,normal
387,29,10.0.1.40,1.0.0.1,22,TCP,30054,55,376,23,3,0.22,2,16,normal
388,29,10.0.2.40,1.1.1.1,443,TCP,18867,65,424,17,6,0.2,1,6,normal
389,29,10.0.3.17,1.0.0.1,3306,TCP,31274,40,400,13,4,0.2,1,2,normal
390,29,10.0.3.14,13.32.0.1,5432,TCP,15991,46,315,19,1,0.33,0,10,normal
391,29,10.0.2.16,1.1.1.1,587,TCP,20758,63,314,15,4,0.17,1,12,normal
392,29,10.0.3.39,172.217.0.1,8443,TCP,29748,65,393,22,3,0.68,2,14,normal
393,29,10.0.3.33,8.8.8.8,8080,TCP,30448,78,583,19,1,0.27,1,5,normal
394,29,10.0.3.16,1.0.0.1,80,TCP,23580,67,195,27,4,0.44,0,22,normal
395,29,10.0.2.39,8.8.8.8,8080,TCP,18257,62,321,17,7,0.25,0,11,normal
