id_flujo,minuto,src_ip,dst_ip,puerto,protocolo,bytes,packets,duration_ms,latency_ms,jitter_ms,packet_loss_pct,retransmissions,queue_depth,etiqueta
283,17,10.0.1.23,216.58.0.1,80,TCP,413065,2436,382,15,4,8,3,98,anomalia_ddos
284,17,10.0.3.35,172.217.0.1,25,TCP,40465,68,325,21,4,0.49,0,9,normal
285,17,10.0.1.40,1.0.0.1,8080,TCP,493437,2604,175,18,1,8,5,90,anomalia_ddos
286,18,10.0.1.21,104.16.0.2,443,TCP,37458,44,297,23,2,0.33,0,7,normal
287,18,10.0.1.42,172.217.0.1,22,TCP,38515,66,253,27,3,0.13,1,7,normal
288,18,10.0.3.17,8.8.8.8,443,TCP,25417,62,488,8,5,0.05,1,4,normal
289,18,10.0.3.25,8.8.4.4,25,TCP,38441,58,465,23,6,0.68,0,5,normal
290,18,10.0.1.15,104.16.0.2,53,UDP,23253,81,436,22,7,0.46,2,6,normal
291,18,10.0.3.42,104.16.0.1,8443,TCP,11982,70,284,16,1,0.18,1,4,normal
292,18,10.0.3.13,104.16.0.2,25,TCP,16162,31,329,27,3,0.19,1,14,normal
293,18,10.0.2.38,216.58.0.1,993,TCP,13346,73,248,24,2,0.68,2,8,normal
294,18,10.0.3.32,172.217.0.1,8443,TCP,16572,52,200,26,6,0.57,3,18,normal
295,18,10.0.3.18,104.16.0.2,5432,TCP,32140,92,410,18,5,0.29,0,10,normal
296,18,10.0.2.35,1.1.1.1,80,TCP,24982,83,425,12,5,0.04,0,14,normal
297,18,10.0.1.44,104.16.0.2,587,TCP,11996,56,318,9,5,0.11,1,5,normal
298,18,10.0.3.37,8.8.8.8,22,TCP,40266,61,482,26,2,0.24,2,2,normal
299,18,10.0.1.24,104.16.0.2,993,TCP,15649,73,475,8,1,0.38,1,11,normal
300,18,10.0.1.49,151.101.1.140,25,TCP,24808,78,152,14,1,0.32,1,9,normal
301,19,10.0.3.30,13.32.0.1,5432,TCP,35769,49,118,19,6,0,1,12,normal
302,19,10.0.3.46,104.16.0.2,25,TCP,15035,75,12,11,4,0.13,0,2,normal
303,19,10.0.2.24,13.32.0.1,993,TCP,24178,64,386,24,5,0.32,1,7,normal
304,19,10.0.1.18,104.16.0.1,8080,TCP,37241,60,410,17,2,0,0,12,normal
305,19,10.0.1.48,151.101.1.140,80,TCP,16500,66,223,19,3,0.2,2,9,normal
306,19,10.0.1.10,216.58.0.1,5432,TCP,25238,51,424,16,5,0.44,0,11,normal
307,19,10.0.2.23,104.16.0.1,25,TCP,18477,76,291,20,6,0.39,0,6,normal
308,19,10.0.1.31,104.16.0.2,22,TCP,31488,63,432,19,6,0.33,2,15,normal
309,19,10.0.3.24,151.101.1.140,53,UDP,24237,43,598,13,6,0.13,1,13,normal
310,19,10.0.1.45,1.0.0.1,8080,TCP,26168,52,362,14,4,0.21,0,5,normal
311,19,10.0.3.45,8.8.8.8,22,TCP,30743,36,207,15,2,0.01,0,0,normal
312,19,10.0.2.18,216.58.0.1,80,TCP,25467,80,720,24,2,0.05,2,10,normal
313,19,10.0.2.42,13.32.0.1,993,TCP,35732,85,370,21,1,0.81,0,11,normal
314,19,10.0.3.43,1.0.0.1,8080,TCP,9743,61,275,22,7,0.43,1,12,normal
315,20,10.0.3.22,172.217.0.1,3306,TCP,13582,68,645,24,2,0.19,0,2,normal
316,20,10.0.2.12,1.0.0.1,8080,TCP,19349,84,353,27,1,0.24,0,15,normal
317,20,10.0.3.45,151.101.1.140,443,TCP,31007,51,245,23,3,0.65,1,16,normal
318,20,10.0.2.49,172.217.0.1,25,TCP,15849,57,230,24,2,0.18,0,11,normal
319,20,10.0.2.31,13.32.0.1,53,UDP,13350,73,430,23,4,0.18,2,6,normal
320,20,10.0.3.32,216.58.0.1,587,TCP,14748,52,531,26,5,0.67,1,8,normal
321,20,10.0.1.35,151.101.1.140,3306,TCP,16705,81,68,16,5,0.43,2,16,normal
322,20,10.0.3.18,13.32.0.1,993,TCP,31052,68,184,20,3,0.28,0,12,normal
323,20,10.0.3.44,13.32.0.1,587,TCP,21686,73,323,19,2,0.25,1,5,normal
324,20,10.0.3.46,172.217.0.1,993,TCP,24203,42,366,13,5,0.35,0,16,normal
325,21,10.0.2.22,172.217.0.1,53,UDP,21808,38,293,27,6,0.06,2,7,normal
326,21,10.0.2.36,104.16.0.1,8443,TCP,25187,57,383,22,3,0,2,14,normal
327,21,10.0.1.25,104.16.0.2,22,TCP,29115,89,389,24,4,0.24,0,4,normal
328,21,10.0.2.18,104.16.0.2,5432,TCP,27240,56,202,22,5,0.42,0,22,normal
329,21,10.0.3.28,13.32.0.1,443,TCP,15621,67,40,19,7,0.31,0,8,normal
330,21,10.0.2.34,104.16.0.2,587,TCP,16351,72,317,16,2,0.41,0,18,normal
331,21,10.0.2.11,8.8.4.4,5432,TCP,26609,42,101,14,3,0.01,1,6,normal
332,21,10.0.1.36,172.217.0.1,22,TCP,23209,39,406,18,2,0,1,15,normal
333,21,10.0.2.31,52.84.0.10,3306,TCP,29322,29,323,17,4,0.21,0,4,normal
334,21,10.0.1.36,216.58.0.1,8443,TCP,16628,29,323,21,4,0.52,0,7,normal
335,21,10.0.3.33,8.8.8.8,993,TCP,24122,61,459,25,5,0.62,1,13,normal
336,21,10.0.3.38,13.32.0.1,8443,TCP,35555,37,474,22,4,0.83,1,11,normal
337,21,10.0.1.12,8.8.4.4,5432,TCP,24138,64,136,17,5,0,0,2,normal
338,21,10.0.3.21,216.58.0.1,8080,TCP,20177,74,494,24,5,0.3,0,3,normal
339,22,10.0.2.38,8.8.8.8,8443,TCP,43336,55,290,17,2,0.15,0,12,normal
340,22,10.0.3.12,8.8.4.4,993,TCP,40404,62,280,15,4,0.36,1,11,normal
341,22,10.0.2.35,52.84.0.10,587,TCP,43194,58,362,22,3,0,0,16,normal
342,22,10.0.1.30,172.217.0.1,53,UDP,30387,63,339,8,4,0.75,1,2,normal
343,22,10.0.1.30,104.16.0.2,8443,TCP,23367,47,317,13,7,0.21,0,6,normal
344,22,10.0.2.49,13.32.0.1,22,TCP,30335,78,118,17,1,0.31,0,3,normal
345,22,10.0.2.48,216.58.0.1,5432,TCP,18071,53,551,18,3,0.24,0,15,normal
346,22,10.0.1.47,13.32.0.1,22,TCP,17585,72,513,21,5,0.11,0,4,normal
347,22,10.0.1.18,172.217.0.1,3306,TCP,26546,90,415,16,5,0.22,2,6,normal
348,22,10.0.3.18,216.58.0.1,25,TCP,39926,76,384,12,5,0.09,0,17,normal
349,22,10.0.3.35,1.0.0.1,3306,TCP,16125,75,284,15,4,0.22,1,10,normal
350,22,10.0.2.37,13.32.0.1,3306,TCP,44829,90,345,20,3,0.19,0,15,normal
351,22,10.0.1.41,8.8.8.8,3306,TCP,19726,56,253,30,1,0.11,1,7,normal
352,23,10.0.2.21,172.217.0.1,3306,TCP,26507,66,333,30,1,0.23,1,14,normal
353,23,10.0.1.40,8.8.4.4,5432,TCP,25334,67,398,25,2,0.56,0,7,normal
354,23,10.0.3.23,104.16.0.1,5432,TCP,32420,50,285,23,2,0.26,0,4,normal
355,23,10.0.1.15,8.8.8.8,443,TCP,18813,55,301,19,4,0.62,0,6,normal
356,23,10.0.2.16,104.16.0.1,3306,TCP,30699,60,268,28,3,0.02,0,14,normal
357,23,10.0.3.38,52.84.0.10,5432,TCP,29191,69,282,17,6,0.5,0,9,normal
358,23,10.0.1.31,52.84.0.10,5432,TCP,28995,69,208,17,4,0.22,0,0,normal
359,23,10.0.3.23,151.101.1.140,3306,TCP,32289,75,446,22,5,0.31,3,6,normal
360,23,10.0.3.44,52.84.0.10,53,UDP,30297,85,214,14,7,0.06,0,3,normal
361,23,10.0.2.29,216.58.0.1,8443,TCP,19690,58,399,20,3,0.07,0,12,normal
362,23,10.0.1.28,151.101.1.140,5432,TCP,18180,32,404,12,1,0.65,0,7,normal
363,24,10.0.3.12,151.101.1.140,8443,TCP,28176,64,424,14,6,0.41,1,12,normal
364,24,10.0.1.15,172.217.0.1,8443,TCP,23684,67,407,25,2,0,2,3,normal
365,24,10.0.2.30,13.32.0.1,993,TCP,24455,65,326,18,3,0.58,0,8,normal
366,24,10.0.2.21,104.16.0.1,8443,TCP,38276,68,249,22,1,0.71,1,6,normal
367,24,10.0.3.35,151.101.1.140,5432,TCP,13545,72,322,15,2,0.16,1,7,normal
368,24,10.0.2.39,172.217.0.1,3306,TCP,39067,72,505,15,6,0.42,0,2,normal
369,24,10.0.3.16,13.32.0.1,8080,TCP,14206,42,371,16,2,0.3,1,7,normal
370,25,10.0.2.20,1.0.0.1,5432,TCP,14115,76,235,20,2,0.25,0,14,normal
371,25,10.0.1.22,1.1.1.1,3306,TCP,15164,65,553,22,3,0.3,0,10,normal
372,25,10.0.3.19,1.0.0.1,8443,TCP,17111,47,238,25,4,0.29,0,14,normal
373,25,10.0.2.39,8.8.8.8,3306,TCP,37107,46,263,15,3,0.34,0,9,normal
374,25,10.0.2.46,172.217.0.1,8080,TCP,33167,68,364,20,1,0.24,0,1,normal
375,25,10.0.1.17,1.1.1.1,3306,TCP,20616,50,402,26,4,0.15,2,11,normal
376,25,10.0.3.32,52.84.0.10,587,TCP,16922,47,462,21,1,0.03,1,4,normal
377,25,10.0.3.24,1.1.1.1,993,TCP,33282,45,348,14,3,0.19,1,14,normal
378,25,10.0.2.25,8.8.4.4,3306,TCP,31299,66,379,20,1,0.68,0,6,normal
379,25,10.0.3.31,104.16.0.2,8080,TCP,17551,84,541,14,2,0.2,0,18,normal
380,25,10.0.1.46,172.217.0.1,443,TCP,31949,51,420,27,4,0.05,1,10,normal
381,25,10.0.2.20,104.16.0.2,5432,TCP,17804,53,346,18,5,0.39,2,0,normal
382,25,10.0.1.36,104.16.0.1,5432,TCP,22894,66,207,22,3,0.55,0,7,normal
383,26,10.0.3.26,172.217.0.1,22,TCP,22862,75,455,9,6,0.48,1,15,normal
384,26,10.0.1.47,104.16.0.1,8443,TCP,25729,88,279,29,2,0.4,0,5,normal
385,26,10.0.2.49,104.16.0.1,587,TCP,22078,19,366,28,1,0,1,13,normal
386,26,10.0.3.29,8.8.4.4,53,UDP,37237,67,383,25,3,0.69,1,19,normal
387,26,10.0.2.21,216.58.0.1,443,TCP,20874,62,240,17,3,0.25,1,7,normal
388,26,10.0.3.30,1.0.0.1,5432,TCP,28126,57,272,14,8,0.27,0,11,normal
389,26,10.0.2.31,1.0.0.1,3306,TCP,6587,64,44,14,4,0.26,0,11,normal
390,26,10.0.3.49,1.0.0.1,5432,TCP,23859,52,350,19,1,0.34,1,10,normal
391,26,10.0.1.25,52.84.0.10,8080,TCP,15491,40,395,23,4,0.15,0,7,normal
392,27,10.0.2.24,1.0.0.1,8080,TCP,14499,75,269,23,1,0.38,2,9,normal
393,27,10.0.1.22,1.1.1.1,993,TCP,39810,72,182,21,2,0.36,0,14,normal
394,27,10.0.2.33,1.1.1.1,993,TCP,41733,62,159,19,4,0.14,0,7,normal
395,27,10.0.3.11,104.16.0.1,53,UDP,16462,72,133,26,5,0.39,0,16,normal
396,27,10.0.1.16,8.8.8.8,8443,TCP,27451,44,406,19,3,0.24,1,7,normal
397,27,10.0.2.15,104.16.0.1,25,TCP,21880,47,328,9,2,0.41,0,7,normal
398,27,10.0.3.22,151.101.1.140,443,TCP,29568,44,399,17,5,0,0,10,normal
399,27,10.0.1.41,151.101.1.140,22,TCP,22276,65,277,19,5,0.34,2,4,normal
400,27,10.0.2.14,8.8.8.8,25,TCP,19847,70,279,13,1,0.17,0,6,normal
401,27,10.0.1.26,1.0.0.1,80,TCP,16196,32,335,18,4,0.38,2,14,normal
402,27,10.0.2.47,216.58.0.1,25,TCP,12925,81,404,8,3,0.06,0,10,normal
403,28,10.0.2.12,8.8.4.4,80,TCP,26102,83,104,28,5,0.5,1,13,normal
404,28,10.0.2.25,52.84.0.10,3306,TCP,17876,51,235,24,2,0.31,1,8,normal
405,28,10.0.3.23,8.8.8.8,8080,TCP,30267,63,418,15,4,0.16,2,15,normal
406,28,10.0.2.36,216.58.0.1,443,TCP,28074,79,334,18,2,0.18,2,21,normal
407,28,10.0.1.48,8.8.8.8,8080,TCP,17099,65,136,12,1,0.18,0,13,normal
408,28,10.0.1.44,172.217.0.1,8080,TCP,31852,49,355,27,8,0.83,1,9,normal
409,28,10.0.1.30,216.58.0.1,22,TCP,20430,51,424,19,6,0.32,2,17,normal
410,28,10.0.1.44,151.101.1.140,5432,TCP,18430,51,231,19,5,0.4,1,14,normal
411,28,10.0.1.48,8.8.8.8,53,UDP,33924,90,350,22,2,0.27,1,20,normal
412,28,10.0.3.36,8.8.8.8,993,TCP,40570,81,492,20,7,0,1,15,normal
413,29,10.0.1.37,8.8.4.4,5432,TCP,27011,78,562,20,2,0.2,1,23,normal
414,29,10.0.2.36,8.8.4.4,22,TCP,30924,69,290,22,2,0.08,2,7,normal
415,29,10.0.3.30,13.32.0.1,3306,TCP,24507,54,361,16,1,0.3,0,21,normal
416,29,10.0.2.13,216.58.0.1,8443,TCP,41943,108,245,21,1,0.87,0,14,normal
417,29,10.0.1.17,8.8.8.8,5432,TCP,23412,69,294,19,2,0.31,0,7,normal
418,29,10.0.3.19,13.32.0.1,8443,TCP,28159,71,237,26,3,0.67,2,6,normal
419,29,10.0.1.29,172.217.0.1,8443,TCP,24561,78,326,22,3,0.25,1,8,normal
420,29,10.0.1.35,8.8.4.4,80,TCP,22626,63,144,15,2,0.1,0,6,normal
421,29,10.0.3.33,13.32.0.1,587,TCP,26084,59,211,25,3,0.36,0,3,normal
422,29,10.0.1.38,172.217.0.1,587,TCP,25998,60,504,16,7,0.14,0,11,normal
423,29,10.0.2.37,1.1.1.1,443,TCP,12200,71,222,18,4,0.07,0,0,normal
424,29,10.0.3.39,104.16.0.1,3306,TCP,27221,52,318,12,2,0.25,0,9,normal
425,29,10.0.2.41,104.16.0.2,587,TCP,32479,39,505,22,1,0.24,1,8,normal
426,29,10.0.2.23,8.8.4.4,8443,TCP,27330,43,264,13,3,0.34,1,3,normal
